,abv,ibu,id,name,style,brewery_id,ounces,name_style,super_category,type
882,0.07,24.0,1260,Wee-Heavy-Er Scotch Ale,Scotch Ale / Wee Heavy,433,12.0,wee-heavy-er scotch alescotch ale / wee heavy,ale,0.0
883,0.052000000000000005,42.0,1259,13 Rebels ESB,Extra Special / Strong Bitter (ESB),433,12.0,13 rebels esbextra special / strong bitter (esb),ale,0.0
884,0.07,73.0,2254,Salamander Slam,American IPA,180,16.0,salamander slamamerican ipa,ale,0.0
886,0.07200000000000001,50.0,2077,No Wake IPA,American IPA,228,12.0,no wake ipaamerican ipa,ale,0.0
887,0.049,15.0,2076,Boathouse Blonde,American Blonde Ale,228,12.0,boathouse blondeamerican blonde ale,ale,0.0
888,0.05,26.0,2075,Cedar Point,American Amber / Red Ale,228,12.0,cedar pointamerican amber / red ale,ale,0.0
889,0.067,70.0,2426,Clean Shave IPA,American IPA,106,12.0,clean shave ipaamerican ipa,ale,0.0
890,0.07200000000000001,75.0,2045,Might As Well IPL,American Pale Lager,240,16.0,might as well iplamerican pale lager,ale,0.0
891,0.058,35.0,1960,Saison Pamplemousse,Saison / Farmhouse Ale,240,12.0,saison pamplemoussesaison / farmhouse ale,ale,0.0
892,0.07400000000000001,74.0,1777,2020 IPA,American IPA,240,16.0,2020 ipaamerican ipa,ale,0.0
893,0.08,70.0,1698,Wolf Among Weeds IPA,American IPA,240,16.0,wolf among weeds ipaamerican ipa,ale,0.0
894,0.094,92.0,1641,Better Weather IPA,American IPA,240,16.0,better weather ipaamerican ipa,ale,0.0
895,0.059,60.0,1490,Point the Way IPA,American IPA,240,16.0,point the way ipaamerican ipa,ale,0.0
896,0.046,15.0,1489,Golden Road Hefeweizen,Hefeweizen,240,16.0,golden road hefeweizenhefeweizen,ale,0.0
897,0.068,65.0,1399,Heal the Bay IPA,American IPA,240,16.0,heal the bay ipaamerican ipa,ale,0.0
898,0.059,60.0,1296,Point the Way IPA,American IPA,240,12.0,point the way ipaamerican ipa,ale,0.0
900,0.055,20.0,991,Get Up Offa That Brown,American Brown Ale,240,16.0,get up offa that brownamerican brown ale,ale,0.0
901,0.08,70.0,750,Burning Bush Smoked IPA,American IPA,240,16.0,burning bush smoked ipaamerican ipa,ale,0.0
902,0.08,70.0,749,Wolf Among Weeds IPA (2012),American IPA,240,16.0,wolf among weeds ipa (2012)american ipa,ale,0.0
903,0.059,60.0,549,Point the Way IPA (2012),American IPA,240,16.0,point the way ipa (2012)american ipa,ale,0.0
904,0.046,15.0,548,Golden Road Hefeweizen (2012),Hefeweizen,240,16.0,golden road hefeweizen (2012)hefeweizen,ale,0.0
905,0.07,11.0,2587,Vanilla Porter,American Porter,39,16.0,vanilla porteramerican porter,ale,0.0
906,0.07,70.0,1109,Descender IPA,American IPA,464,12.0,descender ipaamerican ipa,ale,0.0
907,0.06,18.0,1108,Sweet As Pacific Ale,American Pale Wheat Ale,464,12.0,sweet as pacific aleamerican pale wheat ale,ale,0.0
908,0.056,36.0,1000,Good People Pale Ale,American Pale Ale (APA),478,12.0,good people pale aleamerican pale ale (apa),ale,0.0
909,0.093,103.0,312,Snake Handler Double IPA,American Double / Imperial IPA,478,12.0,snake handler double ipaamerican double / imperial ipa,ale,0.0
910,0.06,54.0,311,Coffee Oatmeal Stout,Oatmeal Stout,478,12.0,coffee oatmeal stoutoatmeal stout,ale,0.0
911,0.06,64.0,309,Good People IPA,American IPA,478,12.0,good people ipaamerican ipa,ale,0.0
912,0.058,36.0,308,Good People American Brown Ale,American Brown Ale,478,12.0,good people american brown aleamerican brown ale,ale,0.0
913,0.055,40.0,2205,Mountain Rescue Pale Ale,American Pale Ale (APA),194,12.0,mountain rescue pale aleamerican pale ale (apa),ale,0.0
914,0.059,55.0,2198,Goose Island India Pale Ale,American IPA,196,12.0,goose island india pale aleamerican ipa,ale,0.0
915,0.054000000000000006,30.0,2457,312 Urban Pale Ale,American Pale Ale (APA),88,16.0,312 urban pale aleamerican pale ale (apa),ale,0.0
916,0.054000000000000006,30.0,2202,312 Urban Pale Ale,American Pale Ale (APA),88,12.0,312 urban pale aleamerican pale ale (apa),ale,0.0
917,0.042,18.0,2201,312 Urban Wheat Ale,American Pale Wheat Ale,88,16.0,312 urban wheat aleamerican pale wheat ale,ale,0.0
918,0.042,18.0,1829,312 Urban Wheat Ale,American Pale Wheat Ale,88,12.0,312 urban wheat aleamerican pale wheat ale,ale,0.0
919,0.042,20.0,581,312 Urban Wheat Ale (2012),American Pale Wheat Ale,88,12.0,312 urban wheat ale (2012)american pale wheat ale,ale,0.0
920,0.052000000000000005,19.0,1383,Beaver Logger,American Pale Lager,420,12.0,beaver loggeramerican pale lager,ale,0.0
922,0.052000000000000005,25.0,476,Grand Canyon American Pilsner,American Pilsner,536,12.0,grand canyon american pilsneramerican pilsner,lager,1.0
925,0.043,21.0,2129,Monarch Classic American Wheat,American Pale Wheat Ale,213,12.0,monarch classic american wheatamerican pale wheat ale,ale,0.0
926,0.049,21.0,2127,Sir William's English Brown Ale,English Brown Ale,213,12.0,sir william's english brown aleenglish brown ale,ale,0.0
927,0.055,35.0,2126,Lakefire Rye Pale Ale,American Pale Ale (APA),213,12.0,lakefire rye pale aleamerican pale ale (apa),ale,0.0
928,0.053,22.0,2303,Beer Agent Re-Ignition,American Blonde Ale,165,16.0,beer agent re-ignitionamerican blonde ale,ale,0.0
929,0.057,18.0,1990,Cherry Ale,Fruit / Vegetable Beer,165,16.0,cherry alefruit / vegetable beer,ale,0.0
930,0.056,33.0,1702,Bourbon Barrel Aged Coconut Porter,American Porter,165,16.0,bourbon barrel aged coconut porteramerican porter,ale,0.0
931,0.062,60.0,1701,Great Crescent IPA,American IPA,165,16.0,great crescent ipaamerican ipa,ale,0.0
932,0.057,27.0,1700,Aurora Lager,Dortmunder / Export Lager,165,16.0,aurora lagerdortmunder / export lager,lager,1.0
933,0.053,22.0,1699,Great Crescent Blonde Ale,American Blonde Ale,165,16.0,great crescent blonde aleamerican blonde ale,ale,0.0
934,0.056,33.0,1269,Great Crescent Coconut Porter,American Porter,165,16.0,great crescent coconut porteramerican porter,ale,0.0
935,0.057,25.0,930,Great Crescent Oktoberfest Lager,Märzen / Oktoberfest,165,16.0,great crescent oktoberfest lagermärzen / oktoberfest,ale,0.0
936,0.045,36.0,649,Great Crescent Brown Ale,American Brown Ale,165,16.0,great crescent brown aleamerican brown ale,ale,0.0
937,0.057,18.0,639,Cherry Ale (1),Fruit / Vegetable Beer,165,16.0,cherry ale (1)fruit / vegetable beer,ale,0.0
938,0.057,27.0,626,Aurora Lager (2011),Dortmunder / Export Lager,165,16.0,aurora lager (2011)dortmunder / export lager,lager,1.0
939,0.06,25.0,615,Frosted Fields Winter Wheat,American Dark Wheat Ale,165,16.0,frosted fields winter wheatamerican dark wheat ale,ale,0.0
940,0.051,13.0,478,Great Crescent Belgian Style Wit,Witbier,165,16.0,great crescent belgian style witwitbier,ale,0.0
941,0.075,65.0,455,Bourbon's Barrel Stout,American Stout,165,16.0,bourbon's barrel stoutamerican stout,ale,0.0
942,0.08,66.0,442,Great Crescent Stout,English Stout,165,16.0,great crescent stoutenglish stout,ale,0.0
943,0.056,33.0,441,Great Crescent Coconut Porter (2012),American Porter,165,16.0,great crescent coconut porter (2012)american porter,ale,0.0
944,0.057,23.0,440,Great Crescent Dark Lager,Euro Dark Lager,165,16.0,great crescent dark lagereuro dark lager,lager,1.0
945,0.042,26.0,439,Great Crescent Mild Ale,English Dark Mild Ale,165,16.0,great crescent mild aleenglish dark mild ale,ale,0.0
946,0.062,60.0,436,Great Crescent IPA (2011),American IPA,165,16.0,great crescent ipa (2011)american ipa,ale,0.0
947,0.053,22.0,389,Great Crescent Blonde Ale (2011),American Blonde Ale,165,16.0,great crescent blonde ale (2011)american blonde ale,ale,0.0
954,0.095,75.0,2644,Yeti  Imperial Stout,Russian Imperial Stout,6,12.0,yeti  imperial stoutrussian imperial stout,ale,0.0
957,0.045,15.0,404,Black Star Double Hopped Golden Lager (24 oz.),American Pale Lager,543,24.0,black star double hopped golden lager (24 oz.)american pale lager,ale,0.0
958,0.045,15.0,164,Black Star Double Hopped Golden Lager (12 oz.),American Pale Lager,543,12.0,black star double hopped golden lager (12 oz.)american pale lager,ale,0.0
959,0.052000000000000005,49.0,1923,Commotion APA,American Pale Ale (APA),269,12.0,commotion apaamerican pale ale (apa),ale,0.0
961,0.05,5.0,1604,Chickawawa Lemonale,Fruit / Vegetable Beer,365,12.0,chickawawa lemonalefruit / vegetable beer,ale,0.0
962,0.07,22.0,1574,Barrel Aged Farmer,American Brown Ale,365,16.0,barrel aged farmeramerican brown ale,ale,0.0
965,0.048,20.0,1244,Dos Pistolas,Vienna Lager,365,12.0,dos pistolasvienna lager,lager,1.0
966,0.05,30.0,1064,Owney Irish Style Red Ale,Irish Red Ale,365,16.0,owney irish style red aleirish red ale,ale,0.0
968,0.055,10.0,865,Widespread Wit,Witbier,365,16.0,widespread witwitbier,ale,0.0
969,0.054000000000000006,30.0,864,Roller Dam Red Ale,Irish Red Ale,365,16.0,roller dam red aleirish red ale,ale,0.0
970,0.053,48.0,863,483 Pale Ale,American Pale Ale (APA),365,16.0,483 pale aleamerican pale ale (apa),ale,0.0
971,0.09,99.0,672,Hop A Potamus Double Dark Rye Pale Ale,Rye Beer,365,16.0,hop a potamus double dark rye pale alerye beer,ale,0.0
972,0.07,22.0,655,Farmer Brown Ale,American Brown Ale,365,16.0,farmer brown aleamerican brown ale,ale,0.0
973,0.07,70.0,540,Big Cock IPA,American IPA,365,16.0,big cock ipaamerican ipa,ale,0.0
974,0.059,25.0,539,Oktoberfest,Märzen / Oktoberfest,365,16.0,oktoberfestmärzen / oktoberfest,ale,0.0
975,0.048,25.0,517,40th Annual Bix Street Fest Copper Ale (Current),American Amber / Red Ale,365,16.0,40th annual bix street fest copper ale (current)american amber / red ale,ale,0.0
976,0.06,36.0,371,Redband Stout,American Stout,365,16.0,redband stoutamerican stout,ale,0.0
977,0.053,48.0,190,483 Pale Ale (2010),American Pale Ale (APA),365,16.0,483 pale ale (2010)american pale ale (apa),ale,0.0
978,0.054000000000000006,30.0,189,Roller Dam Red Ale (2010),Irish Red Ale,365,16.0,roller dam red ale (2010)irish red ale,ale,0.0
979,0.05,30.0,1106,Pablo Beach Pale Ale,American Pale Ale (APA),466,12.0,pablo beach pale aleamerican pale ale (apa),ale,0.0
980,0.057,44.0,2314,Wild Trail Pale Ale,American Pale Ale (APA),156,12.0,wild trail pale aleamerican pale ale (apa),ale,0.0
981,0.067,71.0,2313,Mothman Black IPA,American Black Ale,156,12.0,mothman black ipaamerican black ale,ale,0.0
983,0.085,69.0,2044,Captain's Daughter,American Double / Imperial IPA,86,12.0,captain's daughteramerican double / imperial ipa,ale,0.0
985,0.06,54.0,1505,Flying Jenny Extra Pale Ale,American Pale Ale (APA),379,12.0,flying jenny extra pale aleamerican pale ale (apa),ale,0.0
986,0.04,20.0,1186,Hazy Day Belgian-Style Wit,Witbier,379,16.0,hazy day belgian-style witwitbier,ale,0.0
988,0.06,34.0,984,Leaning Chimney Smoked Porter,American Porter,379,16.0,leaning chimney smoked porteramerican porter,ale,0.0
989,0.06,54.0,693,Flying Jenny Extra Pale Ale (2012),American Pale Ale (APA),379,12.0,flying jenny extra pale ale (2012)american pale ale (apa),ale,0.0
990,0.049,22.0,631,Flagship Ale,Cream Ale,379,12.0,flagship alecream ale,ale,0.0
991,0.045,6.0,2375,Mr. Blue Sky,American Pale Wheat Ale,124,16.0,mr. blue skyamerican pale wheat ale,ale,0.0
993,0.05,25.0,2142,Screamin’ Pumpkin,Pumpkin Ale,124,16.0,screamin’ pumpkinpumpkin ale,ale,0.0
994,0.05,35.0,2141,Grand Trunk Bohemian Pils,Czech Pilsener,124,16.0,grand trunk bohemian pilsczech pilsener,lager,1.0
995,0.065,25.0,2140,El Rojo,American Amber / Red Ale,124,16.0,el rojoamerican amber / red ale,ale,0.0
997,0.05,35.0,2138,Grind Line,American Pale Ale (APA),124,16.0,grind lineamerican pale ale (apa),ale,0.0
998,0.04,55.0,2007,Norm's Gateway IPA,American IPA,124,12.0,norm's gateway ipaamerican ipa,ale,0.0
1000,0.063,43.0,2339,Little Red Cap,Altbier,144,12.0,little red capaltbier,ale,0.0
1001,0.069,67.0,1857,Supergoose IPA,American IPA,290,12.0,supergoose ipaamerican ipa,ale,0.0
1011,0.07,40.0,2026,Pursuit,American IPA,248,12.0,pursuitamerican ipa,ale,0.0
1012,0.052000000000000005,18.0,1361,Half Full Bright Ale,American Blonde Ale,248,12.0,half full bright aleamerican blonde ale,ale,0.0
1014,0.043,14.0,1015,Hangar 24 Helles Lager,Munich Helles Lager,476,12.0,hangar 24 helles lagermunich helles lager,lager,1.0
1015,0.075,70.0,1677,The Great Return,American IPA,343,16.0,the great returnamerican ipa,ale,0.0
1016,0.044,18.0,1331,Hardywood Cream Ale,Cream Ale,343,12.0,hardywood cream alecream ale,ale,0.0
1017,0.056,55.0,1270,Capital Trail Pale Ale,American Pale Ale (APA),343,12.0,capital trail pale aleamerican pale ale (apa),ale,0.0
1019,0.062,45.0,1653,The Long Thaw White IPA,American White IPA,234,12.0,the long thaw white ipaamerican white ipa,ale,0.0
1021,0.05,28.0,1380,Harpoon Summer Beer,Kölsch,234,12.0,harpoon summer beerkölsch,lager,1.0
1022,0.059,42.0,1379,Harpoon IPA,American IPA,234,12.0,harpoon ipaamerican ipa,ale,0.0
1023,0.059,20.0,1340,UFO Pumpkin,Pumpkin Ale,234,12.0,ufo pumpkinpumpkin ale,ale,0.0
1024,0.055,30.0,1313,Harpoon Octoberfest,Märzen / Oktoberfest,234,12.0,harpoon octoberfestmärzen / oktoberfest,ale,0.0
1025,0.059,42.0,770,Harpoon IPA (2012),American IPA,234,12.0,harpoon ipa (2012)american ipa,ale,0.0
1026,0.05,28.0,769,Harpoon Summer Beer (2012),Kölsch,234,12.0,harpoon summer beer (2012)kölsch,lager,1.0
1027,0.048,10.0,610,UFO White,American Pale Wheat Ale,234,12.0,ufo whiteamerican pale wheat ale,ale,0.0
1028,0.05,28.0,192,Harpoon Summer Beer (2010),Kölsch,234,12.0,harpoon summer beer (2010)kölsch,lager,1.0
1029,0.059,42.0,126,Harpoon IPA (2010),American IPA,234,12.0,harpoon ipa (2010)american ipa,ale,0.0
1037,0.076,65.0,1895,Groupe G,Belgian IPA,280,16.0,groupe gbelgian ipa,ale,0.0
1038,0.062,40.0,1894,Pt. Bonita Rustic Lager,American Pale Lager,280,16.0,pt. bonita rustic lageramerican pale lager,ale,0.0
1039,0.08800000000000001,77.0,1893,Hill 88 Double IPA,American Double / Imperial IPA,280,16.0,hill 88 double ipaamerican double / imperial ipa,ale,0.0
1040,0.07200000000000001,45.0,990,Loose Cannon,American IPA,479,12.0,loose cannonamerican ipa,ale,0.0
1041,0.06,30.0,989,AARGHtoberfest!,Märzen / Oktoberfest,479,12.0,aarghtoberfest!märzen / oktoberfest,ale,0.0
1043,0.063,30.0,1351,Grazias,Cream Ale,423,16.0,graziascream ale,ale,0.0
1044,0.08,86.0,1346,Habitus IPA,American IPA,423,16.0,habitus ipaamerican ipa,ale,0.0
1045,0.099,85.0,904,Ex Umbris Rye Imperial Stout,American Double / Imperial Stout,423,16.0,ex umbris rye imperial stoutamerican double / imperial stout,ale,0.0
1046,0.063,21.0,2295,The Golden One,American Pilsner,168,12.0,the golden oneamerican pilsner,lager,1.0
1047,0.07,68.0,2294,The Power of Zeus,American Pale Ale (APA),168,12.0,the power of zeusamerican pale ale (apa),ale,0.0
1048,0.044,22.0,824,Tonganoxie Honey Wheat,American Pale Wheat Ale,500,12.0,tonganoxie honey wheatamerican pale wheat ale,ale,0.0
1051,0.045,32.0,1615,The 12th Can™,American Pale Ale (APA),362,16.0,the 12th can™american pale ale (apa),ale,0.0
1052,0.055,34.0,889,Hilliard's Pils,Czech Pilsener,362,16.0,hilliard's pilsczech pilsener,lager,1.0
1053,0.049,20.0,724,Hilliard's Blonde,American Blonde Ale,362,16.0,hilliard's blondeamerican blonde ale,ale,0.0
1054,0.055,60.0,497,Hilliard's Amber Ale,American Amber / Red Ale,362,16.0,hilliard's amber aleamerican amber / red ale,ale,0.0
1055,0.066,30.0,496,Hilliard's Saison,Saison / Farmhouse Ale,362,16.0,hilliard's saisonsaison / farmhouse ale,ale,0.0
1057,0.042,25.0,1835,Provision,Saison / Farmhouse Ale,297,12.0,provisionsaison / farmhouse ale,ale,0.0
1058,0.047,28.0,1834,One Nut Brown,American Brown Ale,297,12.0,one nut brownamerican brown ale,ale,0.0
1059,0.058,45.0,1833,Hop Farm IPA,American IPA,297,12.0,hop farm ipaamerican ipa,ale,0.0
1060,0.049,20.0,2195,Double D Blonde,American Blonde Ale,198,12.0,double d blondeamerican blonde ale,ale,0.0
1061,0.078,60.0,1605,Festeroo Winter Ale,American Strong Ale,198,12.0,festeroo winter aleamerican strong ale,ale,0.0
1062,0.063,70.0,1543,Proxima IPA,American IPA,198,12.0,proxima ipaamerican ipa,ale,0.0
1063,0.049,20.0,1390,Double D Blonde (2013),American Blonde Ale,198,12.0,double d blonde (2013)american blonde ale,ale,0.0
1064,0.048,13.0,1354,541 American Lager,American Pale Lager,198,12.0,541 american lageramerican pale lager,ale,0.0
1065,0.065,90.0,1353,Alphadelic IPA,American IPA,198,12.0,alphadelic ipaamerican ipa,ale,0.0
1066,0.065,90.0,499,Alphadelic IPA (2011),American IPA,198,12.0,alphadelic ipa (2011)american ipa,ale,0.0
1067,0.049,20.0,498,Double D Blonde (2011),American Blonde Ale,198,12.0,double d blonde (2011)american blonde ale,ale,0.0
1069,0.051,18.0,1004,The One They Call Zoe,American Pale Lager,395,12.0,the one they call zoeamerican pale lager,ale,0.0
1070,0.051,40.0,502,Alteration,Altbier,395,12.0,alterationaltbier,ale,0.0
1071,0.06,50.0,501,Pale Dog,American Pale Ale (APA),395,12.0,pale dogamerican pale ale (apa),ale,0.0
1075,0.039,20.0,2400,Nonstop Hef Hop,American Pale Wheat Ale,80,16.0,nonstop hef hopamerican pale wheat ale,ale,0.0
1076,0.039,20.0,2399,Nonstop Hef Hop,American Pale Wheat Ale,80,16.0,nonstop hef hopamerican pale wheat ale,ale,0.0
1077,0.039,20.0,2398,Nonstop Hef Hop,American Pale Wheat Ale,80,16.0,nonstop hef hopamerican pale wheat ale,ale,0.0
1078,0.039,20.0,2397,Nonstop Hef Hop,American Pale Wheat Ale,80,16.0,nonstop hef hopamerican pale wheat ale,ale,0.0
1079,0.039,20.0,2396,Nonstop Hef Hop,American Pale Wheat Ale,80,16.0,nonstop hef hopamerican pale wheat ale,ale,0.0
1080,0.039,20.0,2395,Nonstop Hef Hop,American Pale Wheat Ale,80,16.0,nonstop hef hopamerican pale wheat ale,ale,0.0
1081,0.039,20.0,2394,Nonstop Hef Hop,American Pale Wheat Ale,80,16.0,nonstop hef hopamerican pale wheat ale,ale,0.0
1082,0.039,20.0,2393,Nonstop Hef Hop,American Pale Wheat Ale,80,16.0,nonstop hef hopamerican pale wheat ale,ale,0.0
1083,0.039,20.0,2392,Nonstop Hef Hop,American Pale Wheat Ale,80,16.0,nonstop hef hopamerican pale wheat ale,ale,0.0
1084,0.039,20.0,2391,Nonstop Hef Hop,American Pale Wheat Ale,80,16.0,nonstop hef hopamerican pale wheat ale,ale,0.0
1085,0.039,20.0,2390,Nonstop Hef Hop,American Pale Wheat Ale,80,16.0,nonstop hef hopamerican pale wheat ale,ale,0.0
1086,0.039,20.0,2389,Nonstop Hef Hop,American Pale Wheat Ale,80,16.0,nonstop hef hopamerican pale wheat ale,ale,0.0
1087,0.058,60.0,2388,Rise Up Red,American Amber / Red Ale,80,16.0,rise up redamerican amber / red ale,ale,0.0
1088,0.058,35.0,2200,Survival Stout,American Stout,80,16.0,survival stoutamerican stout,ale,0.0
1089,0.066,75.0,2199,Hopworks IPA,American IPA,80,16.0,hopworks ipaamerican ipa,ale,0.0
1090,0.073,70.0,2193,Abominable Winter Ale,American Strong Ale,80,16.0,abominable winter aleamerican strong ale,ale,0.0
1091,0.06,60.0,1398,Pigwar White India Pale Ale,American White IPA,80,16.0,pigwar white india pale aleamerican white ipa,ale,0.0
1092,0.058,60.0,1085,Rise-Up Red (2014),American Amber / Red Ale,80,16.0,rise-up red (2014)american amber / red ale,ale,0.0
1093,0.073,70.0,916,Abominable Winter Ale (2012),American Strong Ale,80,16.0,abominable winter ale (2012)american strong ale,ale,0.0
1094,0.051,32.0,658,HUB Lager,Czech Pilsener,80,16.0,hub lagerczech pilsener,lager,1.0
1095,0.066,75.0,653,Hopworks IPA (2012),American IPA,80,16.0,hopworks ipa (2012)american ipa,ale,0.0
1097,0.051,17.0,2384,Laka Laka Pineapple,Hefeweizen,120,12.0,laka laka pineapplehefeweizen,ale,0.0
1101,0.068,90.0,1903,Let It Ride IPA,American IPA,277,12.0,let it ride ipaamerican ipa,ale,0.0
1102,0.065,22.0,1691,Stir Crazy Winter Ale,Winter Warmer,277,12.0,stir crazy winter alewinter warmer,ale,0.0
1103,0.05,10.0,1555,Sweet Yamma Jamma Ale,Fruit / Vegetable Beer,277,12.0,sweet yamma jamma alefruit / vegetable beer,ale,0.0
1104,0.046,27.0,1115,Shenanigans Summer Ale,American Pale Wheat Ale,277,12.0,shenanigans summer aleamerican pale wheat ale,ale,0.0
1105,0.065,80.0,729,Midnight Ryder,American Black Ale,277,12.0,midnight ryderamerican black ale,ale,0.0
1106,0.054000000000000006,45.0,728,Day Tripper Pale Ale,American Pale Ale (APA),277,12.0,day tripper pale aleamerican pale ale (apa),ale,0.0
1107,0.048,32.0,2350,Oklahoma Suks,American Amber / Red Ale,140,12.0,oklahoma suksamerican amber / red ale,ale,0.0
1108,0.055,42.0,2301,Power & Light,American Pale Ale (APA),140,12.0,power & lightamerican pale ale (apa),ale,0.0
1109,0.059,27.0,1904,White Rabbit ,Witbier,140,12.0,white rabbit witbier,ale,0.0
1110,0.058,58.0,2609,Tribute,American Pale Ale (APA),23,12.0,tributeamerican pale ale (apa),ale,0.0
1111,0.07,75.0,2038,Infamous IPA,American IPA,242,12.0,infamous ipaamerican ipa,ale,0.0
1112,0.055,20.0,1774,Hijack,Cream Ale,242,12.0,hijackcream ale,ale,0.0
1113,0.045,20.0,559,Jon Boat Coastal Ale,American Blonde Ale,527,12.0,jon boat coastal aleamerican blonde ale,ale,0.0
1114,0.068,55.0,558,I-10 IPA,American IPA,527,12.0,i-10 ipaamerican ipa,ale,0.0
1115,0.053,28.0,553,People's Pale Ale,American Pale Ale (APA),527,12.0,people's pale aleamerican pale ale (apa),ale,0.0
1118,0.052000000000000005,18.0,2673,House Lager,Keller Bier / Zwickel Bier,2,16.0,house lagerkeller bier / zwickel bier,lager,1.0
1119,0.048,15.0,2672,Leisure Time,American Pale Lager,2,12.0,leisure timeamerican pale lager,ale,0.0
1120,0.07200000000000001,80.0,2671,Excess IPL,American India Pale Lager,2,16.0,excess iplamerican india pale lager,ale,0.0
1121,0.067,65.0,2670,Hoponius Union,American India Pale Lager,2,12.0,hoponius unionamerican india pale lager,ale,0.0
1122,0.049,45.0,2669,Calyptra,American India Pale Lager,2,12.0,calyptraamerican india pale lager,ale,0.0
1125,0.055,37.0,1793,Thunder Ann,American Pale Ale (APA),312,12.0,thunder annamerican pale ale (apa),ale,0.0
1138,0.05,15.0,2060,Weize Guy,Hefeweizen,233,12.0,weize guyhefeweizen,ale,0.0
1139,0.05,50.0,469,Fox Tail Gluten Free Ale,American Pale Ale (APA),233,12.0,fox tail gluten free aleamerican pale ale (apa),ale,0.0
1140,0.093,90.0,468,Hop Box Imperial IPA,American Double / Imperial IPA,233,12.0,hop box imperial ipaamerican double / imperial ipa,ale,0.0
1141,0.052000000000000005,15.0,467,Joseph James American Lager,American Adjunct Lager,233,12.0,joseph james american lageramerican adjunct lager,lager,1.0
1143,0.075,24.0,2162,Lewbricator Wheat Dopplebock ,Doppelbock,208,12.0,lewbricator wheat dopplebock doppelbock,lager,1.0
1144,0.052000000000000005,16.0,2374,Weisse Versa (2012),Hefeweizen,125,12.0,weisse versa (2012)hefeweizen,ale,0.0
1145,0.058,25.0,1560,Mother in Lager,Munich Dunkel Lager,125,12.0,mother in lagermunich dunkel lager,lager,1.0
1146,0.055,40.0,1557,Weekend Warrior Pale Ale,American Pale Ale (APA),125,12.0,weekend warrior pale aleamerican pale ale (apa),ale,0.0
1147,0.055,25.0,1458,Karbachtoberfest,Märzen / Oktoberfest,125,12.0,karbachtoberfestmärzen / oktoberfest,ale,0.0
1148,0.047,20.0,1235,Love Street Summer Seasonal (2014),Kölsch,125,12.0,love street summer seasonal (2014)kölsch,lager,1.0
1149,0.066,20.0,1068,Barn Burner Saison,Saison / Farmhouse Ale,125,12.0,barn burner saisonsaison / farmhouse ale,ale,0.0
1150,0.095,85.0,666,Rodeo Clown Double IPA,American Double / Imperial IPA,125,12.0,rodeo clown double ipaamerican double / imperial ipa,ale,0.0
1151,0.049,45.0,465,Sympathy for the Lager,American Amber / Red Lager,125,12.0,sympathy for the lageramerican amber / red lager,lager,1.0
1152,0.052000000000000005,15.0,464,Weisse Versa,Hefeweizen,125,12.0,weisse versahefeweizen,ale,0.0
1153,0.066,70.0,463,Hopadillo India Pale Ale,American IPA,125,12.0,hopadillo india pale aleamerican ipa,ale,0.0
1154,0.057,19.0,1678,KelSo Nut Brown Lager,Euro Dark Lager,342,12.0,kelso nut brown lagereuro dark lager,lager,1.0
1155,0.06,64.0,1572,KelSo India Pale Ale,American IPA,342,12.0,kelso india pale aleamerican ipa,ale,0.0
1156,0.055,23.0,1348,KelSo Pilsner,Czech Pilsener,342,12.0,kelso pilsnerczech pilsener,lager,1.0
1158,0.05,15.0,1187,Peninsula Brewers Reserve (PBR),American Blonde Ale,458,12.0,peninsula brewers reserve (pbr)american blonde ale,ale,0.0
1161,0.065,11.0,760,Cold Smoke Scotch Ale (2007),Scotch Ale / Wee Heavy,510,16.0,cold smoke scotch ale (2007)scotch ale / wee heavy,ale,0.0
1162,0.065,65.0,759,Double Haul IPA (2009),American IPA,510,16.0,double haul ipa (2009)american ipa,ale,0.0
1163,0.065,65.0,758,Double Haul IPA (2006),American IPA,510,16.0,double haul ipa (2006)american ipa,ale,0.0
1164,0.055,50.0,87,Eddy Out Pale Ale,American Pale Ale (APA),510,16.0,eddy out pale aleamerican pale ale (apa),ale,0.0
1165,0.065,65.0,86,Double Haul IPA,American IPA,510,16.0,double haul ipaamerican ipa,ale,0.0
1166,0.065,11.0,85,Cold Smoke Scotch Ale,Scotch Ale / Wee Heavy,510,16.0,cold smoke scotch alescotch ale / wee heavy,ale,0.0
1176,0.06,70.0,1667,King Street IPA,American IPA,102,12.0,king street ipaamerican ipa,ale,0.0
1177,0.057,10.0,1666,King Street Hefeweizen,Hefeweizen,102,12.0,king street hefeweizenhefeweizen,ale,0.0
1179,0.063,65.0,2460,India Pale Ale,American IPA,87,16.0,india pale aleamerican ipa,ale,0.0
1180,0.048,11.0,2459,Blackberry Wheat,American Pale Wheat Ale,87,16.0,blackberry wheatamerican pale wheat ale,ale,0.0
1181,0.046,18.0,1274,Longboard Island Lager,American Amber / Red Lager,439,24.0,longboard island lageramerican amber / red lager,lager,1.0
1182,0.046,18.0,1220,Longboard Island Lager,American Amber / Red Lager,439,16.0,longboard island lageramerican amber / red lager,lager,1.0
1183,0.046,18.0,1070,Longboard Island Lager,American Amber / Red Lager,439,12.0,longboard island lageramerican amber / red lager,lager,1.0
1184,0.046,18.0,590,Longboard Island Lager,American Amber / Red Lager,439,12.0,longboard island lageramerican amber / red lager,lager,1.0
1185,0.04,9.0,781,Choc Beer (2003),American Dark Wheat Ale,505,12.0,choc beer (2003)american dark wheat ale,ale,0.0
